         x         y         z
    -1.334     0.596    -0.805
    -1.176    -1.988     0.374
     1.829    -1.516     0.053
     1.538    -1.576    -0.005
    -1.927     0.078    -0.934
    -0.245     1.927     0.085
     0.720    -0.039     0.659
     0.209    -1.461     0.023
     0.663    -0.047     0.615
    -1.438    -1.100    -0.450
     0.084     0.571     0.070
    -1.541     1.899     0.323
    -0.798    -0.950    -0.417
     0.606     0.012     0.569
    -0.651     1.665     0.057
     1.982    -1.640    -0.064
    -0.328     0.752    -0.235
    -0.609     0.704    -0.436
     1.248     0.858     0.620
    -0.866    -1.782     0.160
     0.559    -0.070     0.529
    -1.120    -0.301    -0.860
    -1.524     1.282    -0.285
    -0.745     1.598     0.018
    -1.209     0.421    -0.853
     0.788     0.421     0.647
    -1.343    -1.959     0.368
    -0.274     0.701    -0.206
     1.503    -1.934    -0.355
    -1.750    -1.088    -0.457
     0.569    -0.249     0.522
     0.107    -0.682     0.083
     0.503    -1.001     0.260
     0.971    -0.462     0.739
     1.084    -0.749     0.648
     1.877    -0.283     0.916
    -1.329     0.857    -0.636
     0.084     1.930    -0.029
     1.262    -0.955     0.550
     0.383     0.841     0.249
     1.894    -1.084     0.444
     1.456    -0.988     0.547
     0.909     0.319     0.749
     1.361     0.978     0.546
     1.572     0.468     0.892
     0.527    -0.178     0.495
     0.160     0.692     0.123
     0.707    -1.835    -0.169
     1.011    -1.794    -0.188
    -1.710    -1.477    -0.093
     0.939    -1.688    -0.094
     0.620     1.118     0.254
     0.359    -0.552     0.299
    -0.934     0.032    -0.804
    -1.430     0.875    -0.635
     1.123    -0.903     0.558
    -0.179    -0.815    -0.122
    -0.561    -1.863     0.153
     1.488     0.173     0.982
     1.446    -1.996    -0.409
    -0.009     0.475    -0.008
    -0.277    -1.603     0.009
     0.153    -1.280     0.044
    -1.374    -1.238    -0.320
    -0.877     0.729    -0.573
     1.268     0.059     0.953
     1.794     1.106     0.437
     0.134    -1.194     0.049
     1.772     1.243     0.315
    -1.149     0.449    -0.822
    -0.875     0.808    -0.530
     1.308    -0.188     0.949
     1.241    -1.006     0.507
    -1.286    -1.558    -0.012
    -1.912     0.929    -0.564
     1.624     0.190     0.981
    -1.478     1.776     0.202
    -0.361     0.990    -0.194
     0.407    -1.174     0.153
     0.203    -0.775     0.144
     0.232    -1.622    -0.012
     0.479     1.242     0.149
     0.930     0.684     0.621
     1.250    -0.334     0.897
    -1.374     1.383    -0.183
     1.322     1.605    -0.033
     1.512    -0.663     0.787
    -1.947     1.115    -0.409
    -0.491     0.768    -0.339
    -0.457     0.356    -0.413
     0.463    -0.679     0.348
     1.387    -1.857    -0.278
     1.331     1.304     0.256
     1.514    -1.293     0.273
    -1.624    -1.541    -0.030
    -0.801     1.975     0.282
    -0.066    -0.111    -0.065
     0.365     1.568     0.001
    -0.670    -1.719     0.092
    -1.386    -1.880     0.299
    -1.878     0.362    -0.891
     1.357     0.416     0.894
     0.634     1.167     0.232
    -1.102     0.259    -0.862
    -1.383     0.764    -0.710
     1.223     0.480     0.834
     0.610     1.859    -0.163
    -0.973    -1.083    -0.388
    -0.553    -1.991     0.214
     0.756    -1.373     0.135
    -1.180     0.694    -0.711
    -1.951     1.745     0.161
    -0.163     0.596    -0.134
    -0.359     1.735     0.058
     0.502     1.092     0.222
    -0.675     0.227    -0.609
    -0.257    -0.664    -0.200
     1.971     1.539     0.030
    -1.694     1.159    -0.397
    -0.302     1.349    -0.065
     1.432     0.957     0.570
    -0.933     1.647     0.062
     0.201     1.675    -0.021
     1.287     0.732     0.714
     1.434     1.556     0.015
     1.465     1.941    -0.360
    -1.727    -1.895     0.314
    -1.766     0.351    -0.921
    -0.530     1.413    -0.079
     1.676    -0.391     0.919
     0.847    -0.109     0.745
    -0.868    -0.206    -0.747
     1.256    -0.882     0.605
     0.777    -1.509     0.043
    -0.485     0.084    -0.464
     1.828    -0.330     0.915
     1.726     0.414     0.905
     1.036    -0.045     0.860
     1.712     0.480     0.878
     1.434    -0.770     0.712
     1.429     0.953     0.574
    -1.812    -0.018    -0.971
    -1.506    -0.422    -0.910
     1.327     0.212     0.949
    -0.774     1.501    -0.049
    -0.036    -1.567    -0.000
     1.108    -1.342     0.203
    -0.984    -0.107    -0.828
     1.401    -0.220     0.962
    -1.088     0.078    -0.883
     0.955     1.099     0.371
     0.358    -1.506     0.023
    -0.771     0.892    -0.438
    -0.996     0.322    -0.796
     0.110     0.472     0.098
     1.196    -0.229     0.906
     1.548    -1.017     0.526
     0.665     0.652     0.491
    -0.203     1.352    -0.044
     0.015    -1.304     0.004
    -1.343     0.192    -0.956
     1.222     1.186     0.353
    -1.316    -1.043    -0.487
     0.188     0.469     0.167
     0.230     1.576    -0.001
    -0.452     1.963     0.167
    -0.638     1.256    -0.184
    -1.202     1.622     0.047
    -0.301    -0.198    -0.291
     1.304    -0.519     0.838
    -1.895     0.621    -0.771
    -1.008    -1.898     0.271
    -1.399     1.314    -0.250
    -1.267    -0.001    -0.954
     1.479     1.471     0.099
    -1.895    -1.518    -0.050
    -0.271     0.697    -0.205
     0.302    -1.903    -0.097
     0.866     0.405     0.700
     1.184    -0.677     0.722
     0.996     1.741    -0.142
     0.716    -0.310     0.625
     0.694    -1.994    -0.263
    -1.925     0.006    -0.938
     1.302     1.064     0.468
     0.486    -0.915     0.285
    -0.138    -0.944    -0.081
    -0.396     1.517    -0.021
     0.699     0.898     0.401
     0.922    -1.889    -0.249
     1.092    -0.524     0.768
     1.980    -0.017     0.917
     1.978     1.296     0.249
     0.820    -0.951     0.425
    -0.961    -1.390    -0.147
    -0.691    -1.499    -0.046
    -1.519    -1.909     0.331
     1.823     0.201     0.949
    -0.578    -1.917     0.186
     0.570     1.590    -0.010
     0.902     0.841     0.523
    -0.465    -1.762     0.085
     1.806    -1.336     0.227
    -1.728    -1.739     0.165
    -1.071     1.618     0.041
    -1.765    -1.275    -0.286
     1.218     0.074     0.936
     0.372    -1.958    -0.137
    -1.550     0.915    -0.609
     1.443     0.452     0.892
     1.992     0.153     0.902
     0.922    -1.420     0.120
    -1.193     0.371    -0.866
    -1.947     0.362    -0.870
     0.660    -1.067     0.296
    -0.763     0.808    -0.478
     0.026     1.848    -0.007
     0.116    -1.530     0.005
    -1.488     1.970     0.387
     0.662    -1.992    -0.251
    -0.798     0.345    -0.674
     1.119     1.753    -0.163
     1.709    -0.884     0.628
     0.397    -1.704    -0.051
    -0.612    -0.795    -0.402
    -0.920     1.487    -0.066
     0.755     0.013     0.685
     0.084     0.796     0.059
    -0.858    -1.483    -0.066
    -0.928     1.280    -0.229
    -0.230     0.724    -0.171
    -1.338    -1.602     0.030
    -1.354     0.341    -0.920
    -0.698    -1.238    -0.210
     1.281    -1.883    -0.294
     1.992     0.121     0.906
    -1.731     0.406    -0.907
    -1.946    -1.198    -0.339
    -0.802    -1.896     0.229
    -1.891    -1.592     0.020
    -1.068     1.496    -0.065
     0.867     0.641     0.611
     1.198     0.766     0.671
     0.959     0.341     0.771
     0.925     1.411     0.127
     1.632     0.689     0.770
     0.640     0.108     0.594
     0.578    -0.448     0.493
    -0.790     0.592    -0.590
     1.728    -0.500     0.867
    -0.916    -1.544    -0.021
    -1.277     1.463    -0.103
    -0.076    -1.406    -0.013
    -0.697    -1.201    -0.232
    -1.430    -1.112    -0.438
     0.151     1.271     0.044
    -1.539     1.841     0.267
    -0.461    -0.488    -0.393
    -1.525    -0.866    -0.647
     0.465     0.092     0.446
     1.005     1.873    -0.251
     0.687     0.134     0.629
     0.583     1.905    -0.181
    -0.227    -1.153    -0.091
     1.737    -0.594     0.817
    -1.479     0.640    -0.799
     1.933    -1.992    -0.383
     0.654     1.047     0.304
     0.477     0.807     0.318
     0.784    -1.647    -0.054
    -1.835    -0.941    -0.569
     1.827    -0.082     0.964
    -1.891    -0.217    -0.927
    -1.953    -0.352    -0.871
    -0.503     1.515    -0.027
     1.838     1.410     0.154
    -1.908     0.766    -0.680
    -0.891     0.357    -0.729
     1.283     1.779    -0.199
    -0.719    -1.875     0.197
    -0.745     0.064    -0.677
     0.448     0.928     0.259
    -0.095    -0.967    -0.054
    -1.449    -1.559    -0.012
    -1.839    -0.870    -0.622
    -1.615     0.827    -0.677
    -0.304    -1.464    -0.032
    -1.730    -1.041    -0.499
    -0.882    -0.388    -0.714
    -0.709     1.568    -0.002
     1.065     1.844    -0.236
    -1.677     0.985    -0.550
     1.195     1.127     0.399
    -0.978     1.140    -0.346
    -0.234    -0.411    -0.212
    -1.111    -1.726     0.139
     0.006    -1.217     0.002
     0.086     1.756    -0.016
     1.018     0.191     0.835
    -1.092     0.209    -0.868
    -1.530    -1.175    -0.385
    -0.576    -0.694    -0.419
    -1.338    -0.231    -0.947
    -1.547    -1.270    -0.296
     0.083     0.925     0.050
    -1.929     0.513    -0.816
     1.581     0.181     0.984
     0.639    -0.895     0.373
    -0.587     0.976    -0.310
     0.722     0.044     0.660
    -0.143     0.854    -0.094
    -1.195    -1.738     0.154
    -1.660    -1.408    -0.162
    -1.301     0.125    -0.956
    -0.575    -0.023    -0.543
     1.565    -0.816     0.685
     0.988     0.150     0.826
    -1.238    -1.734     0.154
    -0.667     1.143    -0.256
    -0.090     1.840     0.024
     1.968    -1.070     0.443
    -0.234     0.377    -0.215
    -1.666    -0.840    -0.665
    -1.260    -1.329    -0.228
     0.562    -1.713    -0.076
    -0.945     0.389    -0.750
    -1.339    -0.449    -0.877
     0.776     0.195     0.687
     1.812    -0.007     0.971
    -0.486    -0.608    -0.384
    -1.208     0.582    -0.781
     1.612    -1.285     0.282
     0.975    -0.594     0.686
     1.791    -0.710     0.740
     0.675    -0.058     0.624
    -0.544    -0.837    -0.347
    -0.510     1.380    -0.092
    -0.908    -1.934     0.280
     1.964     0.109     0.918
    -0.860    -1.726     0.117
     0.422    -1.890    -0.129
     0.547    -0.295     0.498
     1.080    -1.597    -0.023
     0.626    -1.787    -0.126
     1.998     0.741     0.672
     0.043    -0.793     0.030
     1.728    -0.441     0.893
     1.042    -0.685     0.669
    -0.824    -1.237    -0.241
     1.896     0.518     0.823
    -1.806     0.519    -0.844
     1.444    -0.376     0.923
     1.384     1.452     0.117
    -1.259     1.335    -0.223
     1.956    -0.761     0.671
    -1.071     1.986     0.354
    -0.916    -0.476    -0.705
    -1.164     1.259    -0.282
    -1.494    -1.886     0.309
    -1.726     1.249    -0.312
     0.244    -0.228     0.235
     1.116     1.786    -0.192
    -0.390    -0.828    -0.257
     0.067    -1.082     0.031
    -1.430     0.941    -0.583
    -1.549    -1.845     0.271
     0.901     0.830     0.529
    -1.954    -1.889     0.290
     0.879    -0.481     0.683
     1.707    -1.060     0.484
     0.948     0.222     0.792
    -0.771    -0.919    -0.423
    -1.160    -0.725    -0.686
     0.047    -1.867    -0.014
    -1.130    -0.445    -0.816
    -1.113     1.826     0.226
    -0.900    -0.113    -0.778
    -0.699    -1.907     0.213
     1.927     0.125     0.930
     1.589     1.971    -0.390
    -0.951     1.413    -0.128
     1.011    -0.580     0.709
     1.020     1.543     0.023
     0.747    -0.825     0.461
    -1.756     1.813     0.236
     0.485     0.237     0.453
    -1.596    -1.754     0.182
     1.144     0.247     0.882
    -1.949     0.653    -0.738
    -1.962     0.246    -0.897
     1.866    -0.969     0.541
     1.186    -0.149     0.917
    -0.171     1.446    -0.021
     1.993    -0.408     0.837
    -0.435     0.814    -0.289
     1.274     0.260     0.924
    -0.984    -1.719     0.123
     1.073    -1.550     0.018
     1.530     1.284     0.283
    -1.567     0.102    -0.995
     0.140     0.412     0.128
     1.645    -0.327     0.944
     0.206    -1.000     0.111
    -1.290     0.240    -0.933
     0.418    -1.252     0.127
    -0.809    -0.257    -0.700
     1.296     0.239     0.935
    -1.628     1.727     0.155
     1.776    -1.217     0.339
     0.343    -1.964    -0.129
     0.641    -0.884     0.379
    -0.313    -1.410    -0.049
     0.842     1.518     0.039
    -1.864     0.133    -0.949
    -1.051     1.192    -0.321
    -1.079    -0.180    -0.867
     0.026    -1.022     0.014
    -1.230     0.811    -0.649
    -1.390     0.237    -0.956
    -1.986    -0.649    -0.729
    -0.258     0.571    -0.215
    -1.856    -0.822    -0.653
     0.259     0.465     0.229
     1.996    -1.114     0.402
    -0.779    -0.097    -0.699
     0.649     0.285     0.580
    -1.480    -1.879     0.302
     1.215     0.911     0.575
     1.808    -0.131     0.964
     1.548    -1.986    -0.404
    -0.745    -0.759    -0.492
    -0.213     0.379    -0.197
     0.004     1.102     0.002
    -1.941     1.778     0.192
    -0.211     0.354    -0.196
    -0.453     1.277    -0.127
    -1.992     0.057    -0.911
    -0.841    -1.006    -0.399
     0.851     0.616     0.614
     0.759     0.044     0.688
    -0.086     1.813     0.021
     0.703     0.441     0.585
    -0.055     0.380    -0.051
    -1.715    -0.554    -0.842
    -1.216     1.176    -0.361
     1.072     1.680    -0.095
    -1.948     0.702    -0.710
    -0.827    -0.674    -0.575
     0.291     1.983    -0.115
    -0.433     1.078    -0.199
     1.980     0.892     0.576
    -0.692     1.996     0.263
    -1.343     0.400    -0.897
     1.348    -1.095     0.447
     1.907    -0.124     0.937
    -1.814    -0.148    -0.960
    -1.340    -0.969    -0.551
     0.267     1.720    -0.039
     1.418    -1.453     0.116
     1.871    -0.844     0.635
    -0.822    -1.018    -0.384
    -1.106    -0.759    -0.649
    -0.685     0.309    -0.602
    -1.101    -0.805    -0.618
    -1.518     0.217    -0.975
    -0.551    -1.232    -0.174
     0.684    -1.534     0.023
    -1.418    -1.930     0.347
     1.122    -0.726     0.674
     0.989     1.663    -0.077
    -1.180    -1.687     0.107
    -1.640     0.708    -0.758
     0.491    -0.997     0.256
     0.580     1.525     0.025
    -0.777     0.879    -0.448
     0.565    -0.074     0.534
     1.241     0.556     0.804
    -0.105    -1.159    -0.042
    -0.855    -0.330    -0.714
     0.738    -1.780    -0.140
    -0.761    -0.623    -0.560
    -1.546    -0.365    -0.934
     0.008     0.454     0.007
    -1.109     0.608    -0.735
    -0.416    -0.410    -0.370
    -0.521    -1.411    -0.079
    -1.045     1.646     0.065
